fig_num,quantity,name_mfig,num_parts_mfig,id,set_num,name_set,year,theme_id
fig-008377,1,"Groom, Mannequin, Dark Tan Hair",4,6619,10211-1,Grand Emporium,2010,155
fig-008378,1,"Red Torso, Green Overall, Red Hat",4,6619,10211-1,Grand Emporium,2010,155
fig-008379,1,"Red Torso, Green Legs, Black Hair",4,6619,10211-1,Grand Emporium,2010,155
fig-008380,1,"Kid, Blue Torso, Dark Blue Legs, Red Cap",4,6619,10211-1,Grand Emporium,2010,155
fig-006134,1,"Ginny Weasley, Gryffindor Sweater with Crest",4,5345,4841-1,Hogwarts Express,2010,246
fig-006133,1,"Draco Malfoy, Slytherin Sweater with Crest",4,5345,4841-1,Hogwarts Express,2010,246
fig-006132,1,"Ron Weasley, Red Tartan Sweater Vest, Black Legs",4,5345,4841-1,Hogwarts Express,2010,246
fig-006131,1,Luna Lovegood with Spectrespecs,4,5345,4841-1,Hogwarts Express,2010,246
fig-000029,1,"Harry Potter, Open Dark Blue Jacket over White Shirt, Dark Bluish Gray Legs",4,5345,4841-1,Hogwarts Express,2010,246
fig-001220,1,Spartan Warrior,5,5344,8684-2,Spartan Warrior,2010,537
fig-008375,1,"Dark Bluish Grey Torso, White Legs, Dark Brown Hair",4,6619,10211-1,Grand Emporium,2010,155
fig-001255,1,"Astronaut, Orange, Nexus",5,6765,2853944-1,Astronaut,2010,560
fig-006630,1,"Infernox, Trans-Red",2,7054,8190-1,Claw Catcher,2010,439
fig-006631,1,"Brains, Light Bluish Gray with Armor",6,7054,8190-1,Claw Catcher,2010,439
fig-008036,1,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet, Glasses",4,10413,7208-1,Fire Station,2010,58
fig-008037,1,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet, Beard",4,10413,7208-1,Fire Station,2010,58
fig-008038,1,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, Silver Helmet, Breathing Apparatus, Airtanks, Beard and Glasses",7,10413,7208-1,Fire Station,2010,58
fig-000453,1,"Lion Knight, Archer, Wide Brim Helmet, Quiver",5,7139,30062-1,Target Practice,2010,196
fig-000835,1,"Wizard (Kingdoms) - Dark Green, no Cape",5,6360,7955-1,Wizard,2010,196
fig-003231,1,Green Army Man Medic with Backpack,6,10650,7595-1,Army Men on Patrol,2010,275
fig-003858,1,R7-D4,4,8693,8093-1,Plo Koon's Jedi Starfighter,2010,158
fig-008374,1,"Black Torso Jacket, Yellow Legs, Black Hair",4,6619,10211-1,Grand Emporium,2010,155
fig-001045,1,"Man, Red Top with Dark Blue Arms, Blue Legs, Blue Helmet with Visor, Orange Sunglasses",5,6497,30012-1,Mini Airplane,2010,53
fig-001223,1,Vampire,5,6496,8684-5,Vampire,2010,537
fig-007428,1,"Woman, Open Red Hoodie over Crop Top with LEGO Logo on Back, White Legs",4,756,852769-1,Vintage Minifigure Collection Vol. 5,2010,535
fig-007423,1,"Doctor, Woman, White Torso with Stethoscope and Red Cross, Red Legs, Black Hair (3626b Head)",4,756,852769-1,Vintage Minifigure Collection Vol. 5,2010,535
fig-006863,1,Forestwoman (Reissue),4,756,852769-1,Vintage Minifigure Collection Vol. 5,2010,535
fig-002447,1,Ace Speedman,5,12991,8057-1,Wreck Raider,2010,315
fig-002333,1,"Lance Spears, Trans-Bright Green Visor",5,14705,8059-1,Seabed Scavenger,2010,315
fig-000840,1,Atlantis Manta Warrior,4,14705,8059-1,Seabed Scavenger,2010,315
fig-002440,1,Atlantis Shark Warrior,3,11809,852777-1,"Magnet Set, Atlantis",2010,501
fig-002446,1,Jeff Fisher,5,7397,8077-1,Atlantis Exploration HQ,2010,315
fig-002448,1,Axel with Backpack with Wide Lights,13,21862,8075-1,Neptune Carrier,2010,315
fig-000449,3,Green Army Man,5,10650,7595-1,Army Men on Patrol,2010,275
fig-009464,1,"Blue Torso, Black Legs, Black Hair",4,14386,9334-1,Animals,2010,507
fig-006083,1,"Dobby, Tan Vest",3,16007,4736-1,Freeing Dobby,2010,246
fig-006084,1,"Lucius Malfoy, Black Robes and Cape, Death Eater Mask",5,16007,4736-1,Freeing Dobby,2010,246
fig-006126,1,"Professor Severus Snape, Black Vest, Cape",5,5465,4842-1,Hogwarts Castle,2010,246
fig-006125,1,"Professor Minerva McGonagall, Dark Green Robes, Hat, Cape",5,5465,4842-1,Hogwarts Castle,2010,246
fig-006124,1,"Voldemort, Black Cape (3626b Head)",4,5465,4842-1,Hogwarts Castle,2010,246
fig-006123,1,"Professor Filius Flitwick, Black Suit with Printed Bow Tie",4,5465,4842-1,Hogwarts Castle,2010,246
fig-006121,1,Hogwarts Knight Statue,5,5465,4842-1,Hogwarts Castle,2010,246
fig-000234,1,"Man, Red Top with Dark Blue Arms, Black Legs, Red Cap, Sunglasses",4,1686,7688-1,Sports Plane,2010,53
fig-006120,1,Argus Filch,4,5465,4842-1,Hogwarts Castle,2010,246
fig-003839,1,R4-P44,4,1700,8088-1,ARC-170 Starfighter,2010,158
fig-003841,1,"Clone Pilot, Open Helmet with Black Markings",4,1700,8088-1,ARC-170 Starfighter,2010,158
fig-003840,1,Clone Captain Jag,4,23731,8088-1,ARC-170 Starfighter,2010,158
fig-003834,1,"Barriss Offee, Black Hood and Cape",5,36071,852947-1,"Magnet Set, Star Wars - Kit Fisto, Barriss Offee, Captain Jag",2010,501
fig-006119,1,"Albus Dumbledore, Sand Blue Outfit",5,5465,4842-1,Hogwarts Castle,2010,246
fig-006122,2,"Dementor, Dark Bluish Gray",7,5465,4842-1,Hogwarts Castle,2010,246
fig-000228,1,"Man, Red Jacket with Classic Space Logo, Dark Orange Hair",4,15174,7567-1,Traveler,2010,63
fig-005236,1,"Pirate - Captain, Pearl Gold Hook, Bicorne",5,1589,10210-1,Imperial Flagship,2010,153
fig-005297,1,"Soldier (Imperial Soldier II) - Governor, Dark Blue Plume",6,1589,10210-1,Imperial Flagship,2010,153
fig-005311,1,"Soldier (Imperial Soldier II) - Long Moustache, Red Plume",6,1589,10210-1,Imperial Flagship,2010,153
fig-005469,1,"Soldier (Imperial Soldier II) - Printed Shako, Gray Beard",5,1589,10210-1,Imperial Flagship,2010,153
fig-005520,1,Maiden - Dark Brown Hair,4,1589,10210-1,Imperial Flagship,2010,153
fig-005564,1,"Pirate - Blue Vest, Short Tan Legs, Red Bandana",4,1589,10210-1,Imperial Flagship,2010,153
fig-001324,1,Weightlifter,4,15217,8684-10,Weightlifter,2010,537
fig-003860,1,"Senate Commando Captain, Plain Legs (Clone Wars)",4,10696,8128-1,Cad Bane's Speeder,2010,158
fig-003859,1,Shahan Alama,4,10696,8128-1,Cad Bane's Speeder,2010,158
fig-009400,1,"Man, Black Vest over White Shirt with Tie, Black Legs, Black Hair, Stubble",4,1624,8404-1,Public Transport,2010,63
fig-009401,1,"Woman, Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Reddish Brown Hair",4,1624,8404-1,Public Transport,2010,63
fig-009402,1,"Man, Green V-Neck Sweater, Dark Blue Legs, Dark Brown Hair, Glasses",4,1624,8404-1,Public Transport,2010,63
fig-009403,1,"Construction Worker, Orange Overalls over Blue Sweater, Red Cap",4,1624,8404-1,Public Transport,2010,63
fig-009404,1,"Man, Black Suit and Tie, Black Hat, Beard",4,1624,8404-1,Public Transport,2010,63
fig-009405,1,"Man, White and Blue Hoodie, Blue Legs, Dark Brown Hair",4,1624,8404-1,Public Transport,2010,63
fig-000265,1,"Man, Blue Jacket with Octan Logo, White Legs, Blue Cap",4,14139,3180-1,Tank Truck,2010,63
fig-009465,1,"Black Torso, Reddish Brown Legs, Reddish Brown Hair",4,14386,9334-1,Animals,2010,507
fig-000437,1,"Boy, White and Blue Hoodie, Short Blue Legs, Red Cap",4,12851,2824-1,City Advent Calendar 2010,2010,208
fig-010085,1,"Lion Knight, Helmet with Red Plume",5,15598,7949-1,Prison Carriage Rescue,2010,196
fig-010086,1,"Lion Knight, Helmet, Scared / Smile",4,15598,7949-1,Prison Carriage Rescue,2010,196
fig-003854,1,"Clone Pilot, Open Helmet, White Head (Episode 3)",4,5762,8096-1,Emperor Palpatine's Shuttle,2010,158
fig-001186,1,Traffic Cop,4,12804,8684-6,Traffic Cop,2010,537
fig-002281,1,Space Police III - Rench,3,15687,5981-1,Raid VPR,2010,141
fig-003853,1,"Anakin Skywalker, Transformation, White Pupils, Darth Vader Helmet",4,5762,8096-1,Emperor Palpatine's Shuttle,2010,158
fig-003851,1,"2-1B Medical Droid, Pearl Dark Gray",4,5762,8096-1,Emperor Palpatine's Shuttle,2010,158
fig-006305,1,Dastan with Scabbard,5,964,7569-1,Desert Attack,2010,271
fig-006316,1,Ghazab,4,964,7569-1,Desert Attack,2010,271
fig-006317,1,Setam,5,964,7569-1,Desert Attack,2010,271
fig-006920,1,"Wizard (Kingdoms) - Blue, 3626b",5,4278,7952-1,Castle Advent Calendar 2010 (Kingdoms),2010,211
fig-002282,1,Space Police III - Officer,6,15687,5981-1,Raid VPR,2010,141
fig-002284,1,Space Police III - Squidtron,3,16196,5982-1,Smash 'n' Grab,2010,141
fig-007738,1,"Blacksmith, Dark Brown Hood, Brown Beard",4,4278,7952-1,Castle Advent Calendar 2010 (Kingdoms),2010,211
fig-007926,1,"Knight - Black Torso, Black Legs",4,4278,7952-1,Castle Advent Calendar 2010 (Kingdoms),2010,211
fig-007927,1,"Queen - Red Torso, Red Slope for Legs, Black Hair",5,4278,7952-1,Castle Advent Calendar 2010 (Kingdoms),2010,211
fig-007928,1,"Prince - Dark Red Torso, Dark Red Legs, Black Hair",4,4278,7952-1,Castle Advent Calendar 2010 (Kingdoms),2010,211
fig-007929,1,"Barmaid - Dark Green Torso, Dark Bluish Grey Slope for Legs, Dark Brown Hair",4,4278,7952-1,Castle Advent Calendar 2010 (Kingdoms),2010,211
fig-007930,1,"Lion Knight, Wide Brim Helmet",4,4278,7952-1,Castle Advent Calendar 2010 (Kingdoms),2010,211
fig-007931,1,"Knight - Dark Bluish Gray Torso, Light Bluish Grey Legs, Quiver",5,4278,7952-1,Castle Advent Calendar 2010 (Kingdoms),2010,211
fig-010084,1,"Dragon Knight, Dark Green, Helmet, Angry",4,15598,7949-1,Prison Carriage Rescue,2010,196
fig-005134,1,"Woman - Red Sweater, Tan Legs, Reddish Brown Hair",4,73538,7937-1,Train Station,2010,66
fig-005133,1,"Man - Red Torso, Blue Legs, Backpack",5,73538,7937-1,Train Station,2010,66
fig-005132,1,"Conductor - Dark Blue Jacket, Black Legs, Black Hat, Beard",4,73538,7937-1,Train Station,2010,66
fig-003849,1,"Boba Fett, Helmet, Jetpack Neckwear, Reddish Brown Pauldron",7,5890,8097-1,Slave I,2010,158
fig-003310,1,Witch (CMF),4,1075,8684-4,Witch,2010,537
fig-001133,1,Race Driver - Bart Blaster,4,5921,30032-1,World Race Buggy,2010,123
fig-001053,1,"Jester, Red and White",4,262,7953-1,Court Jester,2010,196
fig-001081,1,Circus Clown (CMF),4,258,8683-4,Circus Clown,2010,536
fig-000765,1,"Girl, Cardigan Tied with Bow, Necklace, Short Dark Blue Legs",4,12851,2824-1,City Advent Calendar 2010,2010,208
fig-006081,1,"Harry Potter, Dark Red, Yellow, and White Gryffindor Quidditch Uniform",5,26543,852982-1,Harry Potter Magnet Set,2010,501
fig-006079,1,"Marcus Flint, Dark Green, Dark Bluish Gray, and White Slytherin Quidditch Uniform - 3626c Head",5,38962,4737-1,Quidditch Match,2010,246
fig-006082,1,"Oliver Wood, Dark Red, Yellow, and White Gryffindor Quidditch Uniform",5,38962,4737-1,Quidditch Match,2010,246
fig-006080,1,"Draco Malfoy, Dark Green and White Slytherin Quidditch Uniform",5,38962,4737-1,Quidditch Match,2010,246
fig-006078,1,"Madame Hooch, Dark Bluish Gray Hands",5,38962,4737-1,Quidditch Match,2010,246
fig-000445,1,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Cap",4,15493,30013-1,Police Quad,2010,61
fig-000695,1,Robot (CMF),5,5784,8683-7,Robot,2010,536
fig-001098,1,Spaceman (CMF),5,15514,8683-13,Spaceman,2010,536
fig-005131,1,"Man - Black Vest, Dark Bluish Gray Legs, Reddish Brown Hair",4,952,7937-1,Train Station,2010,66
fig-011867,1,"Marcus Flint, Dark Green, Dark Bluish Gray, and White Slytherin Quidditch Uniform - 3626b Head",5,3822,4737-1,Quidditch Match,2010,246
fig-003848,1,"Bossk, Yellow Outfit",3,5890,8097-1,Slave I,2010,158
fig-006307,1,Nizam,3,2086,7572-1,Quest Against Time,2010,271
fig-006310,1,Zolm,5,2086,7572-1,Quest Against Time,2010,271
fig-006309,1,Princess Tamina,5,8223,852942-1,Prince of Persia Magnet Set,2010,501
fig-006302,1,Tamah,4,13257,7573-1,Battle of Alamut,2010,271
fig-006303,1,Alamut Guard,4,13257,7573-1,Battle of Alamut,2010,271
fig-003823,1,Battle Droid / Rocket Battle Droid Commando,7,12814,8086-1,Droid Tri-Fighter,2010,158
fig-006304,1,"Alamut Guard, Smirk",4,13257,7573-1,Battle of Alamut,2010,271
fig-006306,1,Gool,5,13257,7573-1,Battle of Alamut,2010,271
fig-006308,1,Seso,3,13257,7573-1,Battle of Alamut,2010,271
fig-010081,1,"Lion Knight, Helmet with Grille and Red Plume",5,9465,7950-1,Knight's Showdown,2010,196
fig-010083,1,"Dragon Knight, Dark Green, Helmet with Dark Green Plume",5,9465,7950-1,Knight's Showdown,2010,196
fig-008409,1,Mime,4,2531,8684-9,Mime,2010,537
fig-003869,1,"Luke Skywalker, Orange Rebel Pilot Outfit, Dark Bluish Gray Hips, White Pupils",4,10517,8129-1,AT-AT Walker,2010,158
fig-003870,1,"Rebel Trooper in Hoth Uniform, Tan Hat, Black Chin Line",6,10517,8129-1,AT-AT Walker,2010,158
fig-003826,1,"AT-AT Driver, White Uniform, Plain Black Head (87556 Helmet)",4,10517,8129-1,AT-AT Walker,2010,158
fig-003868,1,"General Maximillian Veers, Light Bluish Gray Helmet",4,10517,8129-1,AT-AT Walker,2010,158
fig-003871,1,"Han Solo, Dark Blue Jacket, Reddish Brown Legs",4,10517,8129-1,AT-AT Walker,2010,158
fig-003827,1,"Imperial Officer / Captain / Commandant / Commander, Battle Armor, Dark Bluish Gray Hips",4,24375,8084-1,Snowtrooper Battle Pack,2010,158
fig-001112,1,"Worker - Orange Safety Vest, orange  Legs, Red Helmet, beard, Glasses",4,2499,7936-1,Level Crossing,2010,66
fig-008030,1,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet with Visor, Breathing Apparatus, Airtanks, Beard and Glasses",7,15946,7206-1,Fire Helicopter,2010,58
fig-008029,1,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet, Glasses",4,15946,7206-1,Fire Helicopter,2010,58
fig-006311,1,Asoka,6,3766,7571-1,The Fight for the Dagger,2010,271
fig-003835,1,"Clone Trooper, Phase II Armor, Plain Black Head, Dotted Mouth",4,3646,8091-1,Republic Swamp Speeder,2010,158
fig-003237,1,Chunk,3,3740,7789-1,Lotso's Dump Truck,2010,275
fig-006312,1,Alamut Merchant,4,3766,7571-1,The Fight for the Dagger,2010,271
fig-002443,1,Samantha Rhodes,5,13477,8061-1,Gateway of the Squid,2010,315
fig-001189,1,Deep Sea Diver (CMF),6,15787,8683-15,Deep Sea Diver,2010,536
fig-008028,1,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet with Visor, Stubble",5,15946,7206-1,Fire Helicopter,2010,58
fig-003238,1,Lots-o'-Huggin' Bear,3,3740,7789-1,Lotso's Dump Truck,2010,275
fig-003850,1,"Han Solo, White Shirt, Reddish Brown Legs, Single Sided Head",4,5890,8097-1,Slave I,2010,158
fig-009639,1,"Ground Crew, Orange Jacket with Zipper and Reflective Stripes, Blue Legs, Dark Bluish Gray Hat, Stubble",4,8231,3181-1,Passenger Plane,2010,53
fig-009640,1,"Man, Open Dark Blue Jacket, Light Bluish Gray Legs, Reddish Brown Hair",4,8231,3181-1,Passenger Plane,2010,53
fig-009638,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat, Cheek Lines",4,16166,3181-2,Passenger Plane - ANA Version,2010,53
fig-001320,1,Pharaoh,4,14689,8684-16,Pharaoh,2010,537
fig-001288,1,Explorer,4,12612,8684-7,Explorer,2010,537
fig-007601,1,Race Driver - Bart Blaster,5,2211,8864-1,Desert of Destruction,2010,123
fig-000837,1,"TIE Pilot, Plain Legs, Plain Black Head (87556 Helmet)",4,3028,8087-1,TIE Defender,2010,158
fig-007602,1,Race Driver - Bubba Blaster,5,2211,8864-1,Desert of Destruction,2010,123
fig-007604,1,"Crew Member Lime Torso, Dark Bluish Grey Legs 2",4,2211,8864-1,Desert of Destruction,2010,123
fig-007605,1,"Crew Member Lime Torso, Dark Bluish Grey Legs 3",4,2211,8864-1,Desert of Destruction,2010,123
fig-007606,1,Race Official 2,4,2211,8864-1,Desert of Destruction,2010,123
fig-007607,1,Race Driver - Team Daredevil 3,5,2211,8864-1,Desert of Destruction,2010,123
fig-007608,1,Race Driver - Team Daredevil 4,5,2211,8864-1,Desert of Destruction,2010,123
fig-000967,1,Axel,5,2252,8060-1,Typhoon Turbo Sub,2010,315
fig-007603,1,"Crew Member Lime Torso, Dark Bluish Grey Legs 1",4,2211,8864-1,Desert of Destruction,2010,123
fig-003949,1,"Luke Skywalker, Black Robes, White Pupils",4,7299,10212-1,Imperial Shuttle,2010,171
fig-000037,1,Pop Star (CMF),4,15423,8684-11,Pop Star,2010,537
fig-001123,1,Super Wrestler (CMF),4,12589,8683-10,Super Wrestler,2010,536
fig-010082,1,"Lion Knight, Helmet with Grille and Red Plume, Cape",6,16409,852921-1,Battle Pack Lion Knights,2010,196
fig-010080,1,"Lion Knight, Helmet",4,16409,852921-1,Battle Pack Lion Knights,2010,196
fig-010079,1,"Lion Knight, Archer, Helmet, Quiver",5,16409,852921-1,Battle Pack Lion Knights,2010,196
fig-010098,1,"Lion Knight, Wide Brim Helmet, Beard",4,5112,7946-1,King's Castle,2010,196
fig-010097,1,"King, Lion King, Red Plume",7,5112,7946-1,King's Castle,2010,196
fig-010096,1,"Dragon Knight, Black, Armor, Helmet with Dark Green Plume",6,5112,7946-1,King's Castle,2010,196
fig-010095,1,"Dragon Knight, Archer, Dark Green, Helmet, Quiver",5,5112,7946-1,King's Castle,2010,196
fig-010094,1,"Dragon Knight, Dark Green, Wide Brim Helmet, Moustache and Stubble",4,5112,7946-1,King's Castle,2010,196
fig-007615,1,Race Driver - Team Daredevil 5,4,9403,8897-1,Jagged Jaws Reef,2010,123
fig-001157,1,Circus Ringmaster,4,276,8684-3,Circus Ringmaster,2010,537
fig-003951,1,"Imperial Crew / Pilot, Black Uniform, Cavalry Cap, Black Hands",4,7299,10212-1,Imperial Shuttle,2010,171
fig-003948,1,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Light Nougat Hands",4,7299,10212-1,Imperial Shuttle,2010,171
fig-010099,1,"Lion Knight, Archer, Helmet, Quiver, Stubble",5,5112,7946-1,King's Castle,2010,196
fig-010078,1,"Dragon Knight, Dark Green, Armor, Helmet with Dark Green Plume",6,14674,852922-1,Battle Pack Dragon Knights,2010,196
fig-002439,1,Skeleton (Diver),8,11058,8078-1,Portal of Atlantis,2010,315
fig-000893,1,Cowboy (CMF),4,4063,8683-16,Cowboy,2010,536
fig-001074,1,Cheerleader (CMF),4,14401,8683-2,Cheerleader,2010,536
fig-001230,1,Mariachi / Maraca Man,6,6164,8684-1,Mariachi / Maraca Man,2010,537
fig-010076,1,"Dragon Knight, Dark Green, Wide Brim Helmet",4,14674,852922-1,Battle Pack Dragon Knights,2010,196
fig-000889,1,Cave Man (CMF),4,2282,8683-3,Caveman,2010,536
fig-001187,1,Forestman (CMF),6,2328,8683-14,Forestman,2010,536
fig-008134,1,"Chef, Woman, Red Neckerchief",4,15215,9311-1,City Buildings Set,2010,533
fig-008135,1,"Woman, Cardigan Tied with Bow and Necklace, White Legs, Dark Red Hair",4,15215,9311-1,City Buildings Set,2010,533
fig-000890,1,Skater (CMF),4,7448,8683-6,Skater,2010,536
fig-008879,1,"Man, Floating Classic Spaceman on Shirt, Dark Bluish Gray Legs, Light Bluish Gray Helmet",4,15215,9311-1,City Buildings Set,2010,533
fig-008881,1,"Man, Blue Torso, White Legs, Dark Brown Hair",4,15215,9311-1,City Buildings Set,2010,533
fig-010074,1,"Dragon Knight, Dark Green, Helmet",4,14674,852922-1,Battle Pack Dragon Knights,2010,196
fig-008882,1,"Postal Worker, Woman, Red Jacket with Zipper and Letter Logo, Red Legs, Reddish Brown Hair",4,15215,9311-1,City Buildings Set,2010,533
fig-008883,1,"Woman, White Vest with Stars, Orange Legs, Black Hair",4,15215,9311-1,City Buildings Set,2010,533
fig-008884,1,"Man, Medium Blue Shirt with Palm Trees and Sunset, Red Legs, Lime Cap",4,15215,9311-1,City Buildings Set,2010,533
fig-000180,1,Dastan,4,11501,20017-1,Dagger Trap,2010,271
fig-000402,1,"Man, Dark Blue Plaid Shirt, Dark Blue Legs, Red Cap, Silver Sunglasses",4,73695,3178-1,Seaplane,2010,59
fig-008880,1,"Man, Green Overalls over Red Shirt, Red Cap, Brown Eyebrows, Reddish Brown Eyebrows",4,15215,9311-1,City Buildings Set,2010,533
fig-008042,1,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, Silver Helmet, Yellow Life Vest, Beard and Glasses",5,5738,7207-1,Fire Boat,2010,58
fig-010075,1,"Dragon Knight, Archer, Dark Green, Wide Brim Helmet, Quiver",5,14674,852922-1,Battle Pack Dragon Knights,2010,196
fig-008040,1,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet, Yellow Life Vest",5,5738,7207-1,Fire Boat,2010,58
fig-002444,1,Axel with Backpack with Narrow Lights,11,11058,8078-1,Portal of Atlantis,2010,315
fig-010077,1,"Dragon Knight, Dark Green, Helmet with Dark Green Plume, Cape",6,14674,852922-1,Battle Pack Dragon Knights,2010,196
fig-008041,1,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet, Yellow Life Vest, Open Mouth",5,5738,7207-1,Fire Boat,2010,58
fig-002445,1,Ace Speedman with Propeller,9,11058,8078-1,Portal of Atlantis,2010,315
fig-002442,1,Atlantis Portal Emperor,5,11058,8078-1,Portal of Atlantis,2010,315
fig-003763,1,Eeth Koth,4,3165,7964-1,Republic Frigate,2011,158
fig-005793,1,Hector Barbossa with Plume - 3626b Head,5,22404,4181-1,Isla De Muerta,2011,263
fig-012428,1,"Hector Barbossa, Skeleton - 3626c Head",8,6301,4181-1,Isla De Muerta,2011,263
fig-012427,1,Elizabeth Swann (Turner) - 3626c Head,4,6301,4181-1,Isla De Muerta,2011,263
fig-009607,1,"Racer, Blue Jumpsuit with Octan Logo, Red Cap, Stubble",4,5619,4643-1,Power Boat Transporter,2011,59
fig-000912,1,Surfer Girl (CMF),4,5632,8804-5,Surfer Girl,2011,539
fig-012429,1,Hector Barbossa with Plume - 3626c Head,5,6301,4181-1,Isla De Muerta,2011,263
fig-010102,1,"Dragon Knight, Dark Green, Helmet, Angry",4,11010,7188-1,King's Carriage Ambush,2011,196
fig-005794,1,"Hector Barbossa, Skeleton - 3626b Head",8,22404,4181-1,Isla De Muerta,2011,263
fig-010213,1,"Dark Blue Torso, Orange Legs, Red Cap - Indianapolis",4,5886,Indianapolis-1,"LEGO Store Grand Opening Exclusive Set, Castleton Square, Indianapolis, IN",2011,408
